"","Call.Id","Agent","Date","Time","Topic","Answered","Resolved","Speed_of_answer_in_seconds","AvgTalkDuration","Satisfaction_rating","AvgTalkDuration_seconds","AvgTalkDuration_minutes","Year","Month","Weekday","Hour","Time_Category"
"2855","ID2855","Martha",2021-02-19,"14:45:36","Technical Support","Y","Y",115,"0:02:38",3,158.0731481,2.633333333,2021,2,"Fri",14,"Afternoon"
"2856","ID2856","Becky",2021-02-19,"14:45:36","Admin Support","Y","Y",79,"0:04:31",3,271.125463,4.516666667,2021,2,"Fri",14,"Afternoon"
"2857","ID2857","Stewart",2021-02-19,"14:52:48","Admin Support","Y","Y",109,"0:00:39",2,39.01805556,0.65,2021,2,"Fri",14,"Afternoon"
"2858","ID2858","Jim",2021-02-19,"14:52:48","Contract related","Y","Y",12,"0:05:15",4,315.1458333,5.25,2021,2,"Fri",14,"Afternoon"
"2859","ID2859","Joe",2021-02-19,"15:02:53","Streaming","Y","Y",87,"0:02:14",3,134.062037,2.233333333,2021,2,"Fri",15,"Afternoon"
"2860","ID2860","Stewart",2021-02-19,"15:02:53","Admin Support","Y","Y",55,"0:05:40",3,340.1574074,5.666666667,2021,2,"Fri",15,"Afternoon"
"2861","ID2861","Joe",2021-02-19,"15:33:07","Payment related","Y","Y",109,"0:05:35",4,335.1550926,5.583333333,2021,2,"Fri",15,"Afternoon"
"2862","ID2862","Becky",2021-02-19,"15:33:07","Contract related","N","N",NA,"",NA,0,0,2021,2,"Fri",15,"Afternoon"
"2863","ID2863","Diane",2021-02-19,"15:33:07","Payment related","N","N",NA,"",NA,0,0,2021,2,"Fri",15,"Afternoon"
"2864","ID2864","Becky",2021-02-19,"15:33:07","Payment related","Y","Y",12,"0:01:09",4,69.03194444,1.15,2021,2,"Fri",15,"Afternoon"
"2865","ID2865","Martha",2021-02-19,"16:04:48","Payment related","Y","Y",71,"0:02:51",5,171.0791667,2.85,2021,2,"Fri",16,"Afternoon"
"2866","ID2866","Dan",2021-02-19,"16:04:48","Technical Support","N","N",NA,"",NA,0,0,2021,2,"Fri",16,"Afternoon"
"2867","ID2867","Stewart",2021-02-19,"16:26:24","Streaming","Y","N",104,"0:06:29",4,389.1800926,6.483333333,2021,2,"Fri",16,"Afternoon"
"2868","ID2868","Stewart",2021-02-19,"16:26:24","Payment related","Y","Y",110,"0:01:53",1,113.0523148,1.883333333,2021,2,"Fri",16,"Afternoon"
"2869","ID2869","Martha",2021-02-19,"17:21:07","Streaming","Y","Y",108,"0:02:44",1,164.0759259,2.733333333,2021,2,"Fri",17,"Afternoon"
"2870","ID2870","Dan",2021-02-19,"17:21:07","Technical Support","Y","Y",88,"0:00:55",1,55.02546296,0.916666667,2021,2,"Fri",17,"Afternoon"
"2871","ID2871","Stewart",2021-02-19,"17:29:46","Contract related","N","N",NA,"",NA,0,0,2021,2,"Fri",17,"Afternoon"
"2872","ID2872","Joe",2021-02-19,"17:29:46","Admin Support","Y","Y",32,"0:06:08",1,368.1703704,6.133333333,2021,2,"Fri",17,"Afternoon"
"2873","ID2873","Diane",2021-02-19,"17:38:24","Contract related","Y","Y",37,"0:06:13",4,373.1726852,6.216666667,2021,2,"Fri",17,"Afternoon"
"2874","ID2874","Greg",2021-02-19,"17:38:24","Payment related","Y","Y",58,"0:03:25",5,205.0949074,3.416666667,2021,2,"Fri",17,"Afternoon"
"2875","ID2875","Greg",2021-02-20,"9:24:29","Contract related","Y","Y",61,"0:04:06",4,246.1138889,4.1,2021,2,"Sat",9,"Morning"
"2876","ID2876","Jim",2021-02-20,"9:24:29","Contract related","Y","Y",39,"0:01:45",1,105.0486111,1.75,2021,2,"Sat",9,"Morning"
"2877","ID2877","Joe",2021-02-20,"9:33:07","Contract related","Y","Y",39,"0:05:41",4,341.1578704,5.683333333,2021,2,"Sat",9,"Morning"
"2878","ID2878","Diane",2021-02-20,"9:33:07","Streaming","Y","Y",53,"0:01:47",5,107.049537,1.783333333,2021,2,"Sat",9,"Morning"
"2879","ID2879","Joe",2021-02-20,"10:01:55","Contract related","N","N",NA,"",NA,0,0,2021,2,"Sat",10,"Morning"
"2880","ID2880","Stewart",2021-02-20,"10:01:55","Streaming","Y","Y",64,"0:05:11",4,311.1439815,5.183333333,2021,2,"Sat",10,"Morning"
"2881","ID2881","Joe",2021-02-20,"10:10:34","Technical Support","Y","Y",77,"0:03:40",3,220.1018519,3.666666667,2021,2,"Sat",10,"Morning"
"2882","ID2882","Dan",2021-02-20,"10:10:34","Contract related","Y","Y",20,"0:00:49",1,49.02268519,0.816666667,2021,2,"Sat",10,"Morning"
"2883","ID2883","Martha",2021-02-20,"10:24:58","Contract related","N","N",NA,"",NA,0,0,2021,2,"Sat",10,"Morning"
"2884","ID2884","Joe",2021-02-20,"10:24:58","Admin Support","N","N",NA,"",NA,0,0,2021,2,"Sat",10,"Morning"
"2885","ID2885","Dan",2021-02-20,"10:50:53","Admin Support","Y","Y",26,"0:06:13",5,373.1726852,6.216666667,2021,2,"Sat",10,"Morning"
"2886","ID2886","Diane",2021-02-20,"10:50:53","Technical Support","Y","Y",33,"0:04:59",3,299.1384259,4.983333333,2021,2,"Sat",10,"Morning"
"2887","ID2887","Jim",2021-02-20,"11:00:58","Admin Support","N","N",NA,"",NA,0,0,2021,2,"Sat",11,"Morning"
"2888","ID2888","Becky",2021-02-20,"11:00:58","Contract related","Y","Y",122,"0:02:08",3,128.0592593,2.133333333,2021,2,"Sat",11,"Morning"
"2889","ID2889","Martha",2021-02-20,"11:11:02","Contract related","N","N",NA,"",NA,0,0,2021,2,"Sat",11,"Morning"
"2890","ID2890","Martha",2021-02-20,"11:11:02","Payment related","Y","Y",75,"0:03:46",3,226.1046296,3.766666667,2021,2,"Sat",11,"Morning"
"2891","ID2891","Martha",2021-02-20,"11:21:07","Admin Support","Y","Y",27,"0:01:39",4,99.04583333,1.65,2021,2,"Sat",11,"Morning"
"2892","ID2892","Diane",2021-02-20,"11:21:07","Contract related","Y","Y",37,"0:05:48",3,348.1611111,5.8,2021,2,"Sat",11,"Morning"
"2893","ID2893","Diane",2021-02-20,"11:34:05","Admin Support","Y","Y",24,"0:02:25",3,145.0671296,2.416666667,2021,2,"Sat",11,"Morning"
"2894","ID2894","Becky",2021-02-20,"11:34:05","Streaming","Y","Y",70,"0:05:22",1,322.1490741,5.366666667,2021,2,"Sat",11,"Morning"
"2895","ID2895","Becky",2021-02-20,"11:41:17","Technical Support","Y","Y",117,"0:01:54",4,114.0527778,1.9,2021,2,"Sat",11,"Morning"
"2896","ID2896","Diane",2021-02-20,"11:41:17","Payment related","Y","Y",15,"0:04:37",1,277.1282407,4.616666667,2021,2,"Sat",11,"Morning"
"2897","ID2897","Greg",2021-02-20,"11:54:14","Streaming","Y","Y",20,"0:03:35",3,215.099537,3.583333333,2021,2,"Sat",11,"Morning"
"2898","ID2898","Dan",2021-02-20,"11:54:14","Streaming","Y","Y",36,"0:04:16",2,256.1185185,4.266666667,2021,2,"Sat",11,"Morning"
"2899","ID2899","Diane",2021-02-20,"12:02:53","Technical Support","Y","Y",63,"0:04:47",1,287.1328704,4.783333333,2021,2,"Sat",12,"Morning"
"2900","ID2900","Becky",2021-02-20,"12:02:53","Payment related","Y","Y",20,"0:06:22",3,382.1768519,6.366666667,2021,2,"Sat",12,"Morning"
"2901","ID2901","Dan",2021-02-20,"12:10:05","Contract related","Y","N",115,"0:05:35",4,335.1550926,5.583333333,2021,2,"Sat",12,"Morning"
"2902","ID2902","Joe",2021-02-20,"12:10:05","Contract related","N","N",NA,"",NA,0,0,2021,2,"Sat",12,"Morning"
"2903","ID2903","Dan",2021-02-20,"12:25:55","Technical Support","Y","Y",95,"0:04:58",3,298.137963,4.966666667,2021,2,"Sat",12,"Morning"
"2904","ID2904","Becky",2021-02-20,"12:25:55","Payment related","Y","Y",114,"0:03:07",4,187.0865741,3.116666667,2021,2,"Sat",12,"Morning"
"2905","ID2905","Martha",2021-02-20,"12:46:05","Contract related","Y","Y",71,"0:02:01",4,121.0560185,2.016666667,2021,2,"Sat",12,"Morning"
"2906","ID2906","Stewart",2021-02-20,"12:46:05","Payment related","Y","Y",44,"0:06:02",1,362.1675926,6.033333333,2021,2,"Sat",12,"Morning"
"2907","ID2907","Greg",2021-02-20,"12:51:50","Technical Support","N","N",NA,"",NA,0,0,2021,2,"Sat",12,"Morning"
"2908","ID2908","Becky",2021-02-20,"12:51:50","Technical Support","N","N",NA,"",NA,0,0,2021,2,"Sat",12,"Morning"
"2909","ID2909","Stewart",2021-02-20,"13:35:02","Payment related","Y","Y",24,"0:01:54",3,114.0527778,1.9,2021,2,"Sat",13,"Afternoon"
"2910","ID2910","Greg",2021-02-20,"13:35:02","Streaming","N","N",NA,"",NA,0,0,2021,2,"Sat",13,"Afternoon"
"2911","ID2911","Dan",2021-02-20,"13:56:38","Contract related","Y","Y",70,"0:02:59",3,179.0828704,2.983333333,2021,2,"Sat",13,"Afternoon"
"2912","ID2912","Jim",2021-02-20,"13:56:38","Streaming","N","N",NA,"",NA,0,0,2021,2,"Sat",13,"Afternoon"
"2913","ID2913","Dan",2021-02-20,"14:13:55","Admin Support","Y","Y",33,"0:00:40",1,40.01851852,0.666666667,2021,2,"Sat",14,"Afternoon"
"2914","ID2914","Diane",2021-02-20,"14:13:55","Contract related","N","N",NA,"",NA,0,0,2021,2,"Sat",14,"Afternoon"
"2915","ID2915","Greg",2021-02-20,"14:28:19","Admin Support","Y","N",15,"0:05:32",1,332.1537037,5.533333333,2021,2,"Sat",14,"Afternoon"
"2916","ID2916","Joe",2021-02-20,"14:28:19","Streaming","Y","Y",103,"0:04:56",4,296.137037,4.933333333,2021,2,"Sat",14,"Afternoon"
"2917","ID2917","Martha",2021-02-20,"15:07:12","Contract related","Y","Y",61,"0:05:50",5,350.162037,5.833333333,2021,2,"Sat",15,"Afternoon"
"2918","ID2918","Greg",2021-02-20,"15:07:12","Admin Support","N","N",NA,"",NA,0,0,2021,2,"Sat",15,"Afternoon"
"2919","ID2919","Greg",2021-02-20,"15:11:31","Contract related","Y","Y",32,"0:01:25",4,85.03935185,1.416666667,2021,2,"Sat",15,"Afternoon"
"2920","ID2920","Dan",2021-02-20,"15:11:31","Admin Support","Y","Y",33,"0:01:42",4,102.0472222,1.7,2021,2,"Sat",15,"Afternoon"
"2921","ID2921","Becky",2021-02-20,"15:12:58","Payment related","Y","Y",30,"0:05:50",3,350.162037,5.833333333,2021,2,"Sat",15,"Afternoon"
"2922","ID2922","Stewart",2021-02-20,"15:12:58","Streaming","Y","Y",36,"0:05:26",4,326.1509259,5.433333333,2021,2,"Sat",15,"Afternoon"
"2923","ID2923","Dan",2021-02-20,"15:21:36","Technical Support","Y","Y",16,"0:04:20",4,260.1203704,4.333333333,2021,2,"Sat",15,"Afternoon"
"2924","ID2924","Stewart",2021-02-20,"15:21:36","Technical Support","Y","Y",60,"0:04:27",3,267.1236111,4.45,2021,2,"Sat",15,"Afternoon"
"2925","ID2925","Stewart",2021-02-20,"15:53:17","Technical Support","N","N",NA,"",NA,0,0,2021,2,"Sat",15,"Afternoon"
"2926","ID2926","Stewart",2021-02-20,"15:53:17","Contract related","Y","Y",42,"0:04:56",4,296.137037,4.933333333,2021,2,"Sat",15,"Afternoon"
"2927","ID2927","Dan",2021-02-20,"16:00:29","Contract related","Y","Y",58,"0:05:41",1,341.1578704,5.683333333,2021,2,"Sat",16,"Afternoon"
"2928","ID2928","Greg",2021-02-20,"16:00:29","Payment related","Y","N",44,"0:02:18",1,138.0638889,2.3,2021,2,"Sat",16,"Afternoon"
"2929","ID2929","Martha",2021-02-20,"16:10:34","Streaming","Y","N",72,"0:02:33",1,153.0708333,2.55,2021,2,"Sat",16,"Afternoon"
"2930","ID2930","Stewart",2021-02-20,"16:10:34","Streaming","Y","Y",13,"0:03:57",4,237.1097222,3.95,2021,2,"Sat",16,"Afternoon"
"2931","ID2931","Jim",2021-02-20,"16:14:53","Streaming","Y","Y",113,"0:03:31",4,211.0976852,3.516666667,2021,2,"Sat",16,"Afternoon"
"2932","ID2932","Joe",2021-02-20,"16:14:53","Streaming","N","N",NA,"",NA,0,0,2021,2,"Sat",16,"Afternoon"
"2933","ID2933","Greg",2021-02-20,"16:16:19","Contract related","Y","Y",51,"0:06:30",4,390.1805556,6.5,2021,2,"Sat",16,"Afternoon"
"2934","ID2934","Greg",2021-02-20,"16:16:19","Contract related","Y","N",85,"0:05:14",1,314.1453704,5.233333333,2021,2,"Sat",16,"Afternoon"
"2935","ID2935","Stewart",2021-02-20,"16:32:10","Payment related","Y","N",27,"0:06:24",4,384.1777778,6.4,2021,2,"Sat",16,"Afternoon"
"2936","ID2936","Dan",2021-02-20,"16:32:10","Contract related","Y","Y",75,"0:03:25",3,205.0949074,3.416666667,2021,2,"Sat",16,"Afternoon"
"2937","ID2937","Jim",2021-02-20,"16:52:19","Contract related","Y","Y",63,"0:05:33",2,333.1541667,5.55,2021,2,"Sat",16,"Afternoon"
"2938","ID2938","Dan",2021-02-20,"16:52:19","Admin Support","N","N",NA,"",NA,0,0,2021,2,"Sat",16,"Afternoon"
"2939","ID2939","Diane",2021-02-20,"17:25:26","Payment related","Y","Y",22,"0:00:51",3,51.02361111,0.85,2021,2,"Sat",17,"Afternoon"
"2940","ID2940","Becky",2021-02-20,"17:25:26","Contract related","N","N",NA,"",NA,0,0,2021,2,"Sat",17,"Afternoon"
"2941","ID2941","Stewart",2021-02-20,"17:57:07","Admin Support","Y","N",106,"0:03:45",3,225.1041667,3.75,2021,2,"Sat",17,"Afternoon"
"2942","ID2942","Greg",2021-02-20,"17:57:07","Streaming","Y","Y",86,"0:02:40",4,160.0740741,2.666666667,2021,2,"Sat",17,"Afternoon"
"2943","ID2943","Stewart",2021-02-21,"9:57:36","Contract related","Y","Y",55,"0:06:04",3,364.1685185,6.066666667,2021,2,"Sun",9,"Morning"
"2944","ID2944","Martha",2021-02-21,"9:57:36","Admin Support","Y","Y",74,"0:06:46",2,406.187963,6.766666667,2021,2,"Sun",9,"Morning"
"2945","ID2945","Stewart",2021-02-21,"10:12:00","Admin Support","Y","Y",53,"0:06:20",5,380.1759259,6.333333333,2021,2,"Sun",10,"Morning"
"2946","ID2946","Joe",2021-02-21,"10:12:00","Technical Support","Y","Y",115,"0:02:05",3,125.0578704,2.083333333,2021,2,"Sun",10,"Morning"
"2947","ID2947","Jim",2021-02-21,"10:22:05","Admin Support","Y","Y",29,"0:01:30",4,90.04166667,1.5,2021,2,"Sun",10,"Morning"
"2948","ID2948","Joe",2021-02-21,"10:22:05","Payment related","Y","Y",16,"0:02:10",4,130.0601852,2.166666667,2021,2,"Sun",10,"Morning"
"2949","ID2949","Martha",2021-02-21,"11:06:43","Technical Support","Y","N",26,"0:03:45",3,225.1041667,3.75,2021,2,"Sun",11,"Morning"
"2950","ID2950","Becky",2021-02-21,"11:06:43","Technical Support","Y","Y",71,"0:03:49",1,229.1060185,3.816666667,2021,2,"Sun",11,"Morning"
"2951","ID2951","Joe",2021-02-21,"11:08:10","Streaming","Y","Y",109,"0:04:31",4,271.125463,4.516666667,2021,2,"Sun",11,"Morning"
"2952","ID2952","Joe",2021-02-21,"11:08:10","Technical Support","Y","Y",102,"0:03:50",5,230.1064815,3.833333333,2021,2,"Sun",11,"Morning"
"2953","ID2953","Joe",2021-02-21,"11:12:29","Payment related","Y","Y",115,"0:00:37",4,37.01712963,0.616666667,2021,2,"Sun",11,"Morning"
"2954","ID2954","Diane",2021-02-21,"11:12:29","Technical Support","Y","Y",48,"0:02:27",4,147.0680556,2.45,2021,2,"Sun",11,"Morning"
"2955","ID2955","Dan",2021-02-21,"11:35:31","Streaming","Y","Y",41,"0:04:27",5,267.1236111,4.45,2021,2,"Sun",11,"Morning"
"2956","ID2956","Greg",2021-02-21,"11:35:31","Technical Support","Y","Y",97,"0:03:10",4,190.087963,3.166666667,2021,2,"Sun",11,"Morning"
"2957","ID2957","Martha",2021-02-21,"11:42:43","Payment related","Y","N",39,"0:03:22",3,202.0935185,3.366666667,2021,2,"Sun",11,"Morning"
"2958","ID2958","Becky",2021-02-21,"11:42:43","Admin Support","N","N",NA,"",NA,0,0,2021,2,"Sun",11,"Morning"
"2959","ID2959","Jim",2021-02-21,"11:54:14","Payment related","Y","Y",73,"0:01:13",3,73.0337963,1.216666667,2021,2,"Sun",11,"Morning"
"2960","ID2960","Dan",2021-02-21,"11:54:14","Contract related","Y","Y",25,"0:01:06",1,66.03055556,1.1,2021,2,"Sun",11,"Morning"
"2961","ID2961","Becky",2021-02-21,"12:21:36","Streaming","Y","Y",84,"0:03:49",3,229.1060185,3.816666667,2021,2,"Sun",12,"Morning"
"2962","ID2962","Becky",2021-02-21,"12:21:36","Technical Support","Y","Y",99,"0:02:35",5,155.0717593,2.583333333,2021,2,"Sun",12,"Morning"
"2963","ID2963","Jim",2021-02-21,"12:25:55","Streaming","Y","Y",108,"0:05:28",3,328.1518519,5.466666667,2021,2,"Sun",12,"Morning"
"2964","ID2964","Greg",2021-02-21,"12:25:55","Payment related","Y","Y",80,"0:02:17",4,137.0634259,2.283333333,2021,2,"Sun",12,"Morning"
"2965","ID2965","Becky",2021-02-21,"12:57:36","Payment related","Y","Y",77,"0:01:15",4,75.03472222,1.25,2021,2,"Sun",12,"Morning"
"2966","ID2966","Stewart",2021-02-21,"12:57:36","Admin Support","Y","Y",14,"0:01:31",5,91.04212963,1.516666667,2021,2,"Sun",12,"Morning"
"2967","ID2967","Stewart",2021-02-21,"13:14:53","Technical Support","Y","N",69,"0:05:10",5,310.1435185,5.166666667,2021,2,"Sun",13,"Afternoon"
"2968","ID2968","Jim",2021-02-21,"13:14:53","Contract related","Y","Y",91,"0:00:53",3,53.02453704,0.883333333,2021,2,"Sun",13,"Afternoon"
"2969","ID2969","Greg",2021-02-21,"13:35:02","Payment related","N","N",NA,"",NA,0,0,2021,2,"Sun",13,"Afternoon"
"2970","ID2970","Becky",2021-02-21,"13:35:02","Payment related","Y","Y",125,"0:03:09",1,189.0875,3.15,2021,2,"Sun",13,"Afternoon"
"2971","ID2971","Becky",2021-02-21,"13:56:38","Streaming","Y","Y",25,"0:06:00",4,360.1666667,6,2021,2,"Sun",13,"Afternoon"
"2972","ID2972","Dan",2021-02-21,"13:56:38","Payment related","Y","Y",60,"0:04:45",4,285.1319444,4.75,2021,2,"Sun",13,"Afternoon"
"2973","ID2973","Becky",2021-02-21,"13:59:31","Technical Support","Y","N",97,"0:04:40",3,280.1296296,4.666666667,2021,2,"Sun",13,"Afternoon"
"2974","ID2974","Dan",2021-02-21,"13:59:31","Admin Support","Y","Y",41,"0:04:56",1,296.137037,4.933333333,2021,2,"Sun",13,"Afternoon"
"2975","ID2975","Stewart",2021-02-21,"14:29:46","Payment related","N","N",NA,"",NA,0,0,2021,2,"Sun",14,"Afternoon"
"2976","ID2976","Greg",2021-02-21,"14:29:46","Streaming","Y","Y",47,"0:06:59",4,419.1939815,6.983333333,2021,2,"Sun",14,"Afternoon"
"2977","ID2977","Becky",2021-02-21,"14:47:02","Contract related","N","N",NA,"",NA,0,0,2021,2,"Sun",14,"Afternoon"
"2978","ID2978","Jim",2021-02-21,"14:47:02","Streaming","Y","Y",82,"0:06:34",5,394.1824074,6.566666667,2021,2,"Sun",14,"Afternoon"
"2979","ID2979","Greg",2021-02-21,"14:58:34","Admin Support","Y","Y",94,"0:04:43",4,283.1310185,4.716666667,2021,2,"Sun",14,"Afternoon"
"2980","ID2980","Becky",2021-02-21,"14:58:34","Contract related","Y","Y",43,"0:04:43",4,283.1310185,4.716666667,2021,2,"Sun",14,"Afternoon"
"2981","ID2981","Stewart",2021-02-21,"15:10:05","Technical Support","Y","Y",27,"0:04:07",1,247.1143519,4.116666667,2021,2,"Sun",15,"Afternoon"
"2982","ID2982","Joe",2021-02-21,"15:10:05","Technical Support","Y","N",15,"0:02:51",3,171.0791667,2.85,2021,2,"Sun",15,"Afternoon"
"2983","ID2983","Jim",2021-02-21,"15:44:38","Technical Support","Y","Y",21,"0:01:22",4,82.03796296,1.366666667,2021,2,"Sun",15,"Afternoon"
"2984","ID2984","Dan",2021-02-21,"15:44:38","Technical Support","Y","Y",30,"0:01:46",5,106.0490741,1.766666667,2021,2,"Sun",15,"Afternoon"
"2985","ID2985","Diane",2021-02-21,"15:46:05","Admin Support","Y","N",106,"0:02:10",1,130.0601852,2.166666667,2021,2,"Sun",15,"Afternoon"
"2986","ID2986","Jim",2021-02-21,"15:46:05","Admin Support","Y","Y",56,"0:05:21",3,321.1486111,5.35,2021,2,"Sun",15,"Afternoon"
"2987","ID2987","Dan",2021-02-21,"16:23:31","Payment related","Y","Y",100,"0:06:33",5,393.1819444,6.55,2021,2,"Sun",16,"Afternoon"
"2988","ID2988","Diane",2021-02-21,"16:23:31","Streaming","Y","Y",48,"0:05:46",3,346.1601852,5.766666667,2021,2,"Sun",16,"Afternoon"
"2989","ID2989","Jim",2021-02-21,"16:59:31","Streaming","Y","Y",74,"0:03:37",5,217.100463,3.616666667,2021,2,"Sun",16,"Afternoon"
"2990","ID2990","Stewart",2021-02-21,"16:59:31","Admin Support","Y","Y",100,"0:04:00",1,240.1111111,4,2021,2,"Sun",16,"Afternoon"
"2991","ID2991","Diane",2021-02-21,"17:19:41","Payment related","Y","N",90,"0:02:43",3,163.075463,2.716666667,2021,2,"Sun",17,"Afternoon"
"2992","ID2992","Becky",2021-02-21,"17:19:41","Technical Support","N","N",NA,"",NA,0,0,2021,2,"Sun",17,"Afternoon"
"2993","ID2993","Dan",2021-02-21,"17:21:07","Payment related","Y","Y",43,"0:06:20",5,380.1759259,6.333333333,2021,2,"Sun",17,"Afternoon"
"2994","ID2994","Joe",2021-02-21,"17:21:07","Payment related","Y","Y",68,"0:05:13",4,313.1449074,5.216666667,2021,2,"Sun",17,"Afternoon"
"2995","ID2995","Jim",2021-02-21,"17:49:55","Streaming","N","N",NA,"",NA,0,0,2021,2,"Sun",17,"Afternoon"
"2996","ID2996","Diane",2021-02-21,"17:49:55","Admin Support","Y","Y",65,"0:05:18",1,318.1472222,5.3,2021,2,"Sun",17,"Afternoon"
"2997","ID2997","Greg",2021-02-22,"9:04:19","Admin Support","Y","Y",125,"0:01:58",5,118.0546296,1.966666667,2021,2,"Mon",9,"Morning"
"2998","ID2998","Joe",2021-02-22,"9:04:19","Admin Support","Y","Y",62,"0:05:13",4,313.1449074,5.216666667,2021,2,"Mon",9,"Morning"
"2999","ID2999","Jim",2021-02-22,"9:44:38","Payment related","Y","Y",24,"0:02:10",3,130.0601852,2.166666667,2021,2,"Mon",9,"Morning"
"3000","ID3000","Becky",2021-02-22,"9:44:38","Streaming","N","N",NA,"",NA,0,0,2021,2,"Mon",9,"Morning"
"3001","ID3001","Jim",2021-02-22,"11:12:29","Streaming","Y","Y",41,"0:02:17",4,137.0634259,2.283333333,2021,2,"Mon",11,"Morning"
"3002","ID3002","Becky",2021-02-22,"11:12:29","Streaming","Y","Y",81,"0:01:53",3,113.0523148,1.883333333,2021,2,"Mon",11,"Morning"
"3003","ID3003","Diane",2021-02-22,"11:13:55","Technical Support","Y","Y",21,"0:05:28",5,328.1518519,5.466666667,2021,2,"Mon",11,"Morning"
"3004","ID3004","Joe",2021-02-22,"11:13:55","Admin Support","N","N",NA,"",NA,0,0,2021,2,"Mon",11,"Morning"
"3005","ID3005","Jim",2021-02-22,"11:29:46","Streaming","N","N",NA,"",NA,0,0,2021,2,"Mon",11,"Morning"
"3006","ID3006","Jim",2021-02-22,"11:29:46","Contract related","Y","Y",42,"0:04:28",4,268.1240741,4.466666667,2021,2,"Mon",11,"Morning"
"3007","ID3007","Greg",2021-02-22,"11:58:34","Streaming","Y","Y",79,"0:05:21",5,321.1486111,5.35,2021,2,"Mon",11,"Morning"
"3008","ID3008","Greg",2021-02-22,"11:58:34","Technical Support","Y","Y",120,"0:04:53",4,293.1356481,4.883333333,2021,2,"Mon",11,"Morning"
"3009","ID3009","Dan",2021-02-22,"12:04:19","Admin Support","Y","Y",10,"0:02:34",4,154.0712963,2.566666667,2021,2,"Mon",12,"Morning"
"3010","ID3010","Jim",2021-02-22,"12:04:19","Streaming","Y","Y",21,"0:05:05",1,305.1412037,5.083333333,2021,2,"Mon",12,"Morning"
"3011","ID3011","Diane",2021-02-22,"13:01:55","Technical Support","Y","N",16,"0:03:35",5,215.099537,3.583333333,2021,2,"Mon",13,"Afternoon"
"3012","ID3012","Joe",2021-02-22,"13:01:55","Payment related","Y","Y",34,"0:06:19",5,379.175463,6.316666667,2021,2,"Mon",13,"Afternoon"
"3013","ID3013","Diane",2021-02-22,"13:19:12","Contract related","Y","Y",116,"0:06:53",1,413.1912037,6.883333333,2021,2,"Mon",13,"Afternoon"
"3014","ID3014","Greg",2021-02-22,"13:19:12","Admin Support","Y","Y",28,"0:06:25",2,385.1782407,6.416666667,2021,2,"Mon",13,"Afternoon"
"3015","ID3015","Martha",2021-02-22,"13:30:43","Technical Support","Y","Y",75,"0:02:33",3,153.0708333,2.55,2021,2,"Mon",13,"Afternoon"
"3016","ID3016","Martha",2021-02-22,"13:30:43","Payment related","N","N",NA,"",NA,0,0,2021,2,"Mon",13,"Afternoon"
"3017","ID3017","Joe",2021-02-22,"14:06:43","Payment related","Y","N",29,"0:03:34",2,214.0990741,3.566666667,2021,2,"Mon",14,"Afternoon"
"3018","ID3018","Jim",2021-02-22,"14:06:43","Technical Support","N","N",NA,"",NA,0,0,2021,2,"Mon",14,"Afternoon"
"3019","ID3019","Becky",2021-02-22,"14:32:38","Technical Support","N","N",NA,"",NA,0,0,2021,2,"Mon",14,"Afternoon"
"3020","ID3020","Dan",2021-02-22,"14:32:38","Technical Support","Y","Y",118,"0:02:11",4,131.0606481,2.183333333,2021,2,"Mon",14,"Afternoon"
"3021","ID3021","Dan",2021-02-22,"14:32:38","Admin Support","Y","Y",87,"0:05:04",3,304.1407407,5.066666667,2021,2,"Mon",14,"Afternoon"
"3022","ID3022","Diane",2021-02-22,"14:32:38","Streaming","Y","N",100,"0:06:45",3,405.1875,6.75,2021,2,"Mon",14,"Afternoon"
"3023","ID3023","Becky",2021-02-22,"15:12:58","Admin Support","Y","Y",114,"0:05:05",2,305.1412037,5.083333333,2021,2,"Mon",15,"Afternoon"
"3024","ID3024","Stewart",2021-02-22,"15:12:58","Technical Support","Y","Y",69,"0:00:35",4,35.0162037,0.583333333,2021,2,"Mon",15,"Afternoon"
"3025","ID3025","Jim",2021-02-22,"15:18:43","Admin Support","Y","Y",112,"0:01:59",3,119.0550926,1.983333333,2021,2,"Mon",15,"Afternoon"
"3026","ID3026","Dan",2021-02-22,"15:18:43","Technical Support","N","N",NA,"",NA,0,0,2021,2,"Mon",15,"Afternoon"
"3027","ID3027","Stewart",2021-02-22,"15:37:26","Streaming","Y","Y",48,"0:01:54",3,114.0527778,1.9,2021,2,"Mon",15,"Afternoon"
"3028","ID3028","Becky",2021-02-22,"15:37:26","Payment related","Y","Y",92,"0:01:26",2,86.03981481,1.433333333,2021,2,"Mon",15,"Afternoon"
"3029","ID3029","Jim",2021-02-22,"15:37:26","Streaming","Y","Y",102,"0:06:34",4,394.1824074,6.566666667,2021,2,"Mon",15,"Afternoon"
"3030","ID3030","Martha",2021-02-22,"15:37:26","Technical Support","Y","Y",16,"0:06:31",3,391.1810185,6.516666667,2021,2,"Mon",15,"Afternoon"
"3031","ID3031","Joe",2021-02-22,"15:41:46","Technical Support","Y","Y",58,"0:02:53",5,173.0800926,2.883333333,2021,2,"Mon",15,"Afternoon"
"3032","ID3032","Becky",2021-02-22,"15:41:46","Contract related","Y","Y",87,"0:01:42",5,102.0472222,1.7,2021,2,"Mon",15,"Afternoon"
