Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure,Month_Joined,Living_With,Is_Parent,Family_Size,Generation,Total_Accepted_Campaigns,AcceptedAnyCmp,Engagement_Rate,Total_Purchases,Total_Spending,Spend_per_Purchase,Recency_Score,Frequency_Score,Monetary_Score,Avg_RFM,RFM_Segment
Bachelor's Degree,Married,38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,69,603,11,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,8,54,6.75,1,2,1,1.3333333333333333,At Risk
Bachelor's Degree,Together,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,61,37,5,Alone,0,1,Baby_Boomers,1,1,16.666666666666664,14,1033,73.78571428571429,1,3,4,2.6666666666666665,Can't Lose
Bachelor's Degree,Together,34728.0,1,0,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,37,334,7,With_Kids,1,2,Millennials,1,1,16.666666666666664,5,36,7.2,5,1,1,2.3333333333333335,New
Master's Degree,Single,33168.0,0,1,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,58,624,10,With_Teens,1,1,Baby_Boomers,0,0,0.0,10,122,12.2,5,2,2,3.0,New
Master's Degree,Married,33585.0,0,1,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,57,277,9,With_Teens,1,2,Baby_Boomers,0,0,0.0,7,122,17.428571428571427,1,2,2,1.6666666666666667,At Risk
Doctorate Degree,Married,77037.0,0,1,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,63,259,10,With_Teens,1,2,Baby_Boomers,0,0,0.0,27,1123,41.592592592592595,5,5,4,4.666666666666667,Champions
Bachelor's Degree,Together,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,39,593,11,With_Kids,1,2,Millennials,1,1,16.666666666666664,18,497,27.61111111111111,2,4,3,3.0,Can't Lose
Bachelor's Degree,Married,44529.0,0,1,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0,57,359,7,With_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,25,691,27.64,1,5,4,3.3333333333333335,Can't Lose
Associate's Degree,Married,70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,58,83,4,Alone,0,1,Baby_Boomers,1,1,16.666666666666664,20,1363,68.15,3,4,5,4.0,Champions
Doctorate Degree,Together,28764.0,1,1,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,57,24,6,With_Kids_and_Teens,1,3,Baby_Boomers,1,1,16.666666666666664,4,12,3.0,5,1,1,2.3333333333333335,New
Doctorate Degree,Married,69098.0,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,74,498,2,Alone,0,1,Baby_Boomers,0,0,0.0,25,2440,97.6,1,5,5,3.6666666666666665,Can't Lose
Associate's Degree,Divorced,25959.0,1,1,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,53,500,2,With_Kids_and_Teens,1,2,Generation_X,1,1,16.666666666666664,7,56,8.0,5,2,2,3.0,New
Master's Degree,Married,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,40,450,4,With_Kids,1,2,Millennials,0,0,0.0,5,37,7.4,2,1,1,1.3333333333333333,Lost
Bachelor's Degree,Single,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,38,632,10,Alone,0,0,Millennials,0,0,0.0,21,968,46.095238095238095,2,4,4,3.3333333333333335,Can't Lose
Bachelor's Degree,Married,42557.0,0,1,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,49,669,8,With_Teens,1,2,Generation_X,0,0,0.0,15,270,18.0,1,3,3,2.3333333333333335,Can't Lose
Doctorate Degree,Married,53312.0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,72,324,8,Alone,0,1,Baby_Boomers,0,0,0.0,12,278,23.166666666666668,4,3,3,3.3333333333333335,Champions
Bachelor's Degree,Single,72228.0,0,0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,71,579,11,Alone,0,0,Baby_Boomers,0,0,0.0,22,1250,56.81818181818182,1,4,5,3.3333333333333335,Can't Lose
Bachelor's Degree,Together,67605.0,0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,36,455,3,Alone,0,1,Millennials,0,0,0.0,17,938,55.1764705882353,1,3,4,2.6666666666666665,Can't Lose
Master's Degree,Married,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,74,636,10,With_Kids_and_Teens,1,3,Baby_Boomers,1,1,16.666666666666664,28,1178,42.07142857142857,5,5,5,5.0,Champions
Bachelor's Degree,Together,65196.0,0,2,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,65,339,7,Alone,1,3,Baby_Boomers,1,1,16.666666666666664,26,1155,44.42307692307692,4,5,4,4.333333333333333,Champions
Doctorate Degree,Single,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,36,535,1,Alone,0,0,Millennials,1,1,16.666666666666664,20,653,32.65,4,4,4,4.0,Champions
Doctorate Degree,Divorced,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,50,41,5,With_Kids_and_Teens,1,2,Generation_X,1,1,16.666666666666664,6,49,8.166666666666666,4,1,1,2.0,New
Doctorate Degree,Married,65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,59,79,4,With_Teens,1,2,Baby_Boomers,0,0,0.0,17,506,29.764705882352942,4,3,3,3.3333333333333335,Champions
Bachelor's Degree,Married,16860.0,1,1,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,62,655,9,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,8,38,4.75,5,2,1,2.6666666666666665,New
Bachelor's Degree,Single,83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,31,59,5,Alone,0,0,Millennials,3,1,50.0,23,1650,71.73913043478261,5,5,5,5.0,Champions
Associate's Degree,Divorced,64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,58,695,8,With_Teens,1,1,Baby_Boomers,0,0,0.0,33,1826,55.333333333333336,3,5,5,4.333333333333333,Champions
Bachelor's Degree,Divorced,22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,67,694,8,Alone,0,0,Baby_Boomers,0,0,0.0,4,18,4.5,1,1,1,1.0,Lost
Bachelor's Degree,Married,67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,45,117,3,Alone,0,1,Generation_X,0,0,0.0,24,906,37.75,1,5,4,3.3333333333333335,Can't Lose
Doctorate Degree,Together,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,52,35,5,With_Kids,1,2,Generation_X,0,0,0.0,8,46,5.75,2,2,1,1.6666666666666667,At Risk
Bachelor's Degree,Together,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,57,573,12,With_Teens,1,2,Baby_Boomers,0,0,0.0,25,1477,59.08,4,5,5,4.666666666666667,Champions
Bachelor's Degree,Together,59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,68,576,11,With_Teens,1,2,Baby_Boomers,0,0,0.0,23,766,33.30434782608695,1,5,4,3.3333333333333335,Can't Lose
Bachelor's Degree,Married,39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,70,125,2,With_Teens,1,2,Baby_Boomers,0,0,0.0,7,47,6.714285714285714,1,2,1,1.3333333333333333,At Risk
Bachelor's Degree,Together,46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,65,346,7,Alone,0,1,Baby_Boomers,0,0,0.0,14,467,33.357142857142854,5,3,3,3.6666666666666665,Champions
Bachelor's Degree,Together,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,62,361,7,Alone,0,1,Baby_Boomers,1,1,16.666666666666664,21,2116,100.76190476190476,4,4,5,4.333333333333333,Champions
Doctorate Degree,Married,87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,42,424,5,Alone,0,1,Generation_X,2,1,33.33333333333333,25,1298,51.92,4,5,5,4.666666666666667,Champions
Associate's Degree,Together,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,47,313,8,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,6,22,3.6666666666666665,5,1,1,2.3333333333333335,New
Master's Degree,Single,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,55,158,1,With_Kids,1,1,Generation_X,0,0,0.0,15,396,26.4,5,3,3,3.6666666666666665,Champions
Doctorate Degree,Married,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,45,433,4,With_Kids,1,2,Generation_X,0,0,0.0,4,20,5.0,2,1,1,1.3333333333333333,Lost
Bachelor's Degree,Single,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,58,104,3,Alone,0,0,Baby_Boomers,0,0,0.0,13,967,74.38461538461539,2,3,4,3.0,Can't Lose
Bachelor's Degree,Married,36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,52,589,11,With_Kids,1,2,Generation_X,1,1,16.666666666666664,19,357,18.789473684210527,5,4,3,4.0,Champions
Bachelor's Degree,Married,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,67,676,8,Alone,0,1,Baby_Boomers,1,1,16.666666666666664,16,1401,87.5625,5,3,5,4.333333333333333,Champions
Bachelor's Degree,Together,40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,41,316,8,With_Kids,1,2,Generation_X,0,0,0.0,4,15,3.75,1,1,1,1.0,Lost
Master's Degree,Single,75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,53,512,2,Alone,0,0,Generation_X,2,1,33.33333333333333,20,2087,104.35,5,4,5,4.666666666666667,Champions
Bachelor's Degree,Married,54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,46,510,2,With_Teens,1,2,Generation_X,0,0,0.0,26,981,37.73076923076923,3,5,4,4.0,Champions
Bachelor's Degree,Single,24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,53,260,10,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,6,17,2.8333333333333335,5,1,1,2.3333333333333335,New
Doctorate Degree,Together,84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,65,541,1,Alone,0,1,Baby_Boomers,5,1,83.33333333333334,22,523,23.772727272727273,1,4,3,2.6666666666666665,Can't Lose
Bachelor's Degree,Together,43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,40,57,5,With_Kids,1,2,Millennials,0,0,0.0,4,23,5.75,2,1,1,1.3333333333333333,Lost
Doctorate Degree,Single,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,65,104,3,Alone,0,0,Baby_Boomers,1,1,16.666666666666664,17,1192,70.11764705882354,5,3,5,4.333333333333333,Champions
Doctorate Degree,Married,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,50,31,5,Alone,0,1,Generation_X,1,1,16.666666666666664,20,1958,97.9,2,4,5,3.6666666666666665,Can't Lose
Doctorate Degree,Single,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,49,64,4,With_Kids,1,1,Generation_X,0,0,0.0,9,133,14.777777777777779,1,2,2,1.6666666666666667,At Risk
Bachelor's Degree,Together,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,64,310,8,Alone,0,1,Baby_Boomers,0,0,0.0,17,777,45.705882352941174,4,3,4,3.6666666666666665,Champions
Doctorate Degree,Single,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,51,372,6,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,9,73,8.11111111111111,5,2,2,3.0,New
Doctorate Degree,Married,57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,58,109,3,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,10,121,12.1,4,2,2,2.6666666666666665,New
Bachelor's Degree,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,44,326,8,With_Teens,1,1,Generation_X,0,0,0.0,15,424,28.266666666666666,3,3,3,3.0,Champions
Bachelor's Degree,Divorced,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,65,27,6,With_Teens,1,1,Baby_Boomers,0,0,0.0,13,868,66.76923076923077,3,3,4,3.3333333333333335,Champions
Associate's Degree,Single,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,37,606,10,Alone,0,0,Millennials,0,0,0.0,15,756,50.4,2,3,4,3.0,Can't Lose
Master's Degree,Together,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,41,432,4,With_Kids,1,2,Generation_X,0,0,0.0,4,12,3.0,4,1,1,2.0,New
Bachelor's Degree,Married,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,44,543,1,With_Teens,1,2,Generation_X,0,0,0.0,25,937,37.48,2,5,4,3.6666666666666665,Can't Lose
Bachelor's Degree,Divorced,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,48,264,10,Alone,0,0,Generation_X,4,1,66.66666666666666,17,1862,109.52941176470588,2,3,5,3.3333333333333335,Can't Lose
Associate's Degree,Married,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,44,405,5,With_Teens,1,2,Generation_X,0,0,0.0,14,367,26.214285714285715,5,3,3,3.6666666666666665,Champions
Bachelor's Degree,Married,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,37,331,8,With_Kids,1,2,Millennials,0,0,0.0,20,443,22.15,1,4,3,2.6666666666666665,Can't Lose
Bachelor's Degree,Together,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,53,246,10,With_Kids,1,2,Generation_X,0,0,0.0,13,267,20.53846153846154,2,3,3,2.6666666666666665,Can't Lose
Bachelor's Degree,Married,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,51,97,3,With_Kids,1,2,Generation_X,0,0,0.0,6,61,10.166666666666666,4,1,2,2.3333333333333335,New
Doctorate Degree,Single,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,63,226,11,Alone,0,0,Baby_Boomers,1,1,16.666666666666664,21,1323,63.0,2,4,5,3.6666666666666665,Can't Lose
Doctorate Degree,Married,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,71,10,6,With_Teens,1,2,Baby_Boomers,0,0,0.0,6,63,10.5,5,1,2,2.6666666666666665,New
Associate's Degree,Married,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,53,330,8,Alone,0,1,Generation_X,0,0,0.0,8,64,8.0,4,2,2,2.6666666666666665,New
Associate's Degree,Married,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,49,150,1,With_Kids,1,2,Generation_X,1,1,16.666666666666664,19,562,29.57894736842105,5,4,3,4.0,Champions
Bachelor's Degree,Married,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,58,29,5,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,19,312,16.42105263157895,2,4,3,3.0,Can't Lose
Bachelor's Degree,Divorced,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,69,489,2,Alone,0,0,Baby_Boomers,0,0,0.0,16,1156,72.25,2,3,4,3.0,Can't Lose
Associate's Degree,Single,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,40,485,3,Alone,0,0,Millennials,2,1,33.33333333333333,16,1104,69.0,5,3,4,4.0,Champions
Doctorate Degree,Single,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,50,140,2,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,4,16,4.0,2,1,1,1.3333333333333333,Lost
Master's Degree,Single,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,63,132,2,Alone,0,0,Baby_Boomers,1,1,16.666666666666664,19,2008,105.6842105263158,4,4,5,4.333333333333333,Champions
Doctorate Degree,Single,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,39,303,8,With_Kids,1,1,Millennials,0,0,0.0,9,44,4.888888888888889,2,2,1,1.6666666666666667,At Risk
Bachelor's Degree,Together,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,52,305,8,With_Teens,1,2,Generation_X,2,1,33.33333333333333,14,1574,112.42857142857143,2,3,5,3.3333333333333335,Can't Lose
Doctorate Degree,Married,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,40,256,10,With_Kids,1,2,Millennials,2,1,33.33333333333333,5,63,12.6,5,1,2,2.6666666666666665,New
Master's Degree,Married,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,40,282,9,Alone,0,1,Millennials,2,1,33.33333333333333,12,426,35.5,4,3,3,3.3333333333333335,Champions
High School,Together,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,57,529,1,Alone,0,1,Baby_Boomers,0,0,0.0,6,96,16.0,3,1,2,2.0,Promising
Associate's Degree,Married,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,45,290,9,With_Teens,1,2,Generation_X,0,0,0.0,23,635,27.608695652173914,1,5,3,3.0,Can't Lose
Bachelor's Degree,Single,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,55,266,10,With_Teens,1,1,Generation_X,0,0,0.0,22,757,34.40909090909091,5,4,4,4.333333333333333,Champions
Doctorate Degree,Married,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,44,584,11,With_Kids,1,2,Generation_X,0,0,0.0,9,125,13.88888888888889,5,2,2,3.0,New
Master's Degree,Divorced,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,50,408,5,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,16,332,20.75,2,3,3,2.6666666666666665,Can't Lose
Bachelor's Degree,Single,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,44,187,12,With_Kids,1,1,Generation_X,0,0,0.0,8,135,16.875,4,2,2,2.6666666666666665,New
Bachelor's Degree,Married,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,69,588,11,With_Teens,1,2,Baby_Boomers,0,0,0.0,14,330,23.571428571428573,3,3,3,3.0,Champions
Bachelor's Degree,Divorced,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,61,558,12,With_Kids_and_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,20,384,19.2,3,4,3,3.3333333333333335,Champions
Bachelor's Degree,Single,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,57,690,8,With_Kids_and_Teens,1,2,Baby_Boomers,0,0,0.0,18,1722,95.66666666666667,2,4,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Together,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,46,66,4,Alone,1,4,Generation_X,0,0,0.0,7,78,11.142857142857142,1,2,2,1.6666666666666667,At Risk
High School,Single,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,38,533,1,Alone,0,0,Millennials,0,0,0.0,4,24,6.0,3,1,1,1.6666666666666667,Promising
Associate's Degree,Divorced,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,71,191,12,Alone,0,0,Baby_Boomers,1,1,16.666666666666664,25,1168,46.72,3,5,4,4.0,Champions
Master's Degree,Married,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,72,530,1,With_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,17,957,56.294117647058826,2,3,4,3.0,Can't Lose
Bachelor's Degree,Single,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,56,262,10,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,4,15,3.75,1,1,1,1.0,Lost
Bachelor's Degree,Married,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,45,22,6,With_Kids,1,2,Generation_X,0,0,0.0,5,57,11.4,4,1,2,2.3333333333333335,New
Bachelor's Degree,Together,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,47,594,11,With_Teens,1,2,Generation_X,1,1,16.666666666666664,24,1956,81.5,1,5,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Single,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,38,243,10,Alone,0,0,Millennials,4,1,66.66666666666666,21,2013,95.85714285714286,2,4,5,3.6666666666666665,Can't Lose
Associate's Degree,Together,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,49,36,5,With_Kids,1,2,Generation_X,0,0,0.0,14,326,23.285714285714285,1,3,3,2.3333333333333335,Can't Lose
Doctorate Degree,Married,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,55,693,8,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,9,77,8.555555555555555,2,2,2,2.0,At Risk
Doctorate Degree,Divorced,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,61,422,5,Alone,0,0,Baby_Boomers,1,1,16.666666666666664,20,1313,65.65,1,4,5,3.3333333333333335,Can't Lose
Master's Degree,Divorced,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,34,38,5,Alone,0,0,Millennials,0,0,0.0,8,30,3.75,4,2,1,2.3333333333333335,New
Bachelor's Degree,Married,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,62,512,2,With_Teens,1,2,Baby_Boomers,0,0,0.0,14,315,22.5,1,3,3,2.3333333333333335,Can't Lose
Master's Degree,Together,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,70,374,6,With_Teens,1,2,Baby_Boomers,0,0,0.0,22,660,30.0,2,4,4,3.3333333333333335,Can't Lose
Bachelor's Degree,Married,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,34,514,1,With_Kids,1,2,Millennials,0,0,0.0,7,74,10.571428571428571,3,2,2,2.3333333333333335,Promising
Associate's Degree,Divorced,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,45,49,5,With_Kids,1,1,Generation_X,0,0,0.0,7,46,6.571428571428571,2,2,1,1.6666666666666667,At Risk
Doctorate Degree,Single,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,61,316,8,With_Teens,1,1,Baby_Boomers,0,0,0.0,8,86,10.75,2,2,2,2.0,At Risk
Bachelor's Degree,Widow,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,78,236,11,Alone,0,0,Silent_Generation,0,0,0.0,25,1103,44.12,1,5,4,3.3333333333333335,Can't Lose
Master's Degree,Together,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,49,159,1,With_Kids,1,2,Generation_X,0,0,0.0,11,61,5.545454545454546,3,2,2,2.3333333333333335,Promising
Bachelor's Degree,Together,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,42,222,11,With_Kids,1,2,Generation_X,2,1,33.33333333333333,9,145,16.11111111111111,4,2,2,2.6666666666666665,New
Bachelor's Degree,Together,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,67,653,9,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,31,684,22.06451612903226,5,5,4,4.666666666666667,Champions
Doctorate Degree,Married,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,69,229,11,With_Teens,1,2,Baby_Boomers,0,0,0.0,16,411,25.6875,1,3,3,2.3333333333333335,Can't Lose
Bachelor's Degree,Single,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,37,624,10,With_Kids,1,1,Millennials,2,1,33.33333333333333,4,27,6.75,3,1,1,1.6666666666666667,Promising
Doctorate Degree,Widow,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,80,358,7,Alone,0,0,Silent_Generation,0,0,0.0,27,1060,39.25925925925926,2,5,4,3.6666666666666665,Can't Lose
Bachelor's Degree,Together,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,59,669,8,With_Teens,1,2,Baby_Boomers,0,0,0.0,24,1459,60.791666666666664,1,5,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Married,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,44,669,8,With_Teens,1,2,Generation_X,0,0,0.0,4,18,4.5,2,1,1,1.3333333333333333,Lost
Bachelor's Degree,Together,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,49,645,9,Alone,0,1,Generation_X,2,1,33.33333333333333,26,1833,70.5,5,5,5,5.0,Champions
Master's Degree,Married,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,63,87,4,With_Teens,1,2,Baby_Boomers,0,0,0.0,12,237,19.75,5,3,3,3.6666666666666665,Champions
